# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam
Interval_846	VII	1000034	1000787	+	754	35	42	87	38	44	98
Interval_847	VII	1007352	1007552	+	201	4	2	13	4	2	13
Interval_848	VII	1011222	1012386	+	1165	7	10	34	8	11	36
Interval_849	VII	1022023	1022625	+	603	4	10	18	4	11	22
Interval_850	VII	1025681	1027258	+	1578	29	20	54	32	20	57
Interval_851	VII	1050176	1050638	+	463	15	8	17	15	10	21
Interval_852	VII	1051896	1052655	+	760	12	12	27	12	14	31
Interval_853	VII	1061611	1062082	+	472	8	3	11	9	5	11
Interval_854	VII	1064816	1065349	+	534	12	7	15	12	7	15
Interval_855	VII	1069356	1070137	+	782	9	8	18	9	8	17
Interval_856	VII	1072616	1073075	+	460	1	9	19	1	10	19
Interval_857	VII	1076059	1076401	+	343	3	2	16	3	2	17
Interval_858	VII	1083744	1084551	+	808	57	47	58	66	60	64
Interval_859	VIII	0	315	+	316	21	17	13	40	33	20
Interval_860	VIII	4884	5498	+	615	13	19	32	17	24	35
Interval_861	VIII	10726	11131	+	406	5	4	3	5	6	3
Interval_862	VIII	12748	12937	+	190	1	0	4	1	0	9
Interval_863	VIII	16896	18568	+	1673	15	21	42	15	21	40
Interval_864	VIII	25881	26431	+	551	2	0	13	2	1	15
Interval_865	VIII	34827	35082	+	256	7	5	1	6	4	2
Interval_866	VIII	47999	48678	+	680	26	34	62	26	37	73
Interval_867	VIII	50602	50891	+	290	13	5	26	15	6	31
Interval_868	VIII	54367	56379	+	2013	53	29	96	57	32	103
Interval_869	VIII	62474	62786	+	313	5	6	3	5	6	4
Interval_870	VIII	65745	66468	+	724	6	4	27	6	4	31
Interval_871	VIII	74190	75308	+	1119	9	3	28	10	3	30
Interval_872	VIII	85229	85445	+	217	4	2	12	4	3	14
Interval_873	VIII	98135	99151	+	1017	37	26	61	38	29	66
Interval_874	VIII	102141	102569	+	429	5	6	11	5	7	12
Interval_875	VIII	103840	104181	+	342	9	5	12	9	7	15
Interval_876	VIII	113203	113384	+	182	3	0	6	2	0	7
Interval_877	VIII	115063	116252	+	1190	15	12	29	18	14	32
Interval_878	VIII	121943	122805	+	863	32	53	79	36	56	88
Interval_879	VIII	123637	123861	+	225	7	2	19	6	2	20
Interval_880	VIII	126011	126405	+	395	23	17	44	25	19	50
Interval_881	VIII	134107	134346	+	240	4	1	3	3	1	5
Interval_882	VIII	141570	141834	+	265	1	0	9	2	0	9
Interval_883	VIII	143534	143920	+	387	9	7	20	13	7	21
Interval_884	VIII	146174	146411	+	238	13	7	22	14	8	24
Interval_885	VIII	148763	149187	+	425	15	21	35	16	24	38
Interval_886	VIII	150630	151611	+	982	11	12	58	12	14	67
Interval_887	VIII	160362	161016	+	655	2	4	13	4	4	15
Interval_888	VIII	174590	175450	+	861	11	7	70	12	8	81
Interval_889	VIII	177172	177372	+	201	0	0	10	0	0	15
Interval_890	VIII	181453	181953	+	501	3	0	17	3	0	19
Interval_891	VIII	187803	188074	+	272	1	0	6	0	0	10
Interval_892	VIII	189405	189605	+	201	4	0	3	5	0	3
Interval_893	VIII	189933	190489	+	557	15	11	35	15	11	41
Interval_894	VIII	201268	201697	+	430	2	2	18	2	2	20
Interval_895	VIII	204330	204680	+	351	2	2	16	4	2	18
Interval_896	VIII	205945	206362	+	418	1	1	20	2	1	22
Interval_897	VIII	207318	207518	+	201	3	2	11	3	3	13
Interval_898	VIII	209020	209606	+	587	5	6	21	5	6	23
Interval_899	VIII	217779	218031	+	253	3	3	12	4	3	14
Interval_900	VIII	222662	222862	+	201	6	4	5	7	5	5
Interval_901	VIII	227158	227739	+	582	4	8	13	6	10	16
Interval_902	VIII	236053	236682	+	630	29	28	92	34	31	98
Interval_903	VIII	245890	246116	+	227	1	2	9	2	3	12
Interval_904	VIII	255966	256209	+	244	5	2	6	6	2	6
Interval_905	VIII	266873	267995	+	1123	9	11	47	11	11	56
Interval_906	VIII	272320	272953	+	634	14	7	22	17	7	27
Interval_907	VIII	280163	281462	+	1300	16	11	127	16	12	137
Interval_908	VIII	289312	289512	+	201	5	1	5	6	1	7
Interval_909	VIII	292608	294093	+	1486	33	33	103	32	34	107
Interval_910	VIII	296771	297259	+	489	19	12	42	22	13	43
Interval_911	VIII	298746	299181	+	436	6	1	40	6	1	40
Interval_912	VIII	316052	316487	+	436	7	7	22	7	7	25
Interval_913	VIII	323179	323993	+	815	1	4	21	0	4	23
Interval_914	VIII	332164	333318	+	1155	4	3	37	5	3	40
Interval_915	VIII	340975	342418	+	1444	17	6	48	18	6	51
Interval_916	VIII	354595	355112	+	518	7	5	13	7	5	14
Interval_917	VIII	368057	368473	+	417	3	6	10	4	7	10
Interval_918	VIII	374460	375591	+	1132	25	16	60	31	17	63
Interval_919	VIII	379575	379899	+	325	2	2	22	2	3	24
Interval_920	VIII	382746	383254	+	509	30	22	42	32	24	49
Interval_921	VIII	388628	389034	+	407	12	5	14	13	6	15
Interval_922	VIII	389908	390266	+	359	1	1	11	4	1	13
Interval_923	VIII	393287	393634	+	348	1	2	15	1	2	17
Interval_924	VIII	400830	401324	+	495	10	3	17	10	4	21
Interval_925	VIII	402789	402990	+	202	0	1	11	0	1	11
Interval_926	VIII	410918	411631	+	714	2	2	15	2	3	16
Interval_927	VIII	417382	417600	+	219	0	3	8	0	3	8
Interval_928	VIII	422397	423875	+	1479	20	15	54	21	15	60
Interval_929	VIII	424133	424526	+	394	2	4	3	3	5	3
Interval_930	VIII	436911	437389	+	479	4	3	19	5	2	22
Interval_931	VIII	442274	442475	+	202	1	0	6	0	0	7
Interval_932	VIII	450495	453300	+	2806	64	86	91	71	94	94
Interval_933	VIII	455626	455944	+	319	8	8	30	10	7	36
Interval_934	VIII	461298	462423	+	1126	7	9	39	8	10	41
Interval_935	VIII	466941	467206	+	266	8	5	3	8	7	3
Interval_936	VIII	470489	470846	+	358	3	7	28	3	8	31
Interval_937	VIII	484038	484680	+	643	4	3	15	5	4	17
Interval_938	VIII	488294	488894	+	601	8	1	21	8	3	25
Interval_939	VIII	490113	490497	+	385	1	4	11	2	4	12
Interval_940	VIII	497383	497673	+	291	3	0	4	6	0	7
Interval_941	VIII	498359	499016	+	658	14	5	27	14	6	27
Interval_942	VIII	505515	506116	+	602	24	19	39	26	21	43
Interval_943	VIII	512080	512447	+	368	9	5	34	9	6	36
Interval_944	VIII	517369	517603	+	235	2	4	7	3	2	8
Interval_945	VIII	521591	522119	+	529	4	3	17	4	6	17
Interval_946	VIII	531509	531760	+	252	9	2	7	9	2	10
Interval_947	VIII	540742	541138	+	397	7	5	22	7	8	28
Interval_948	VIII	548702	549412	+	711	3	6	2	9	17	6
Interval_949	VIII	556196	557048	+	853	39	39	54	40	47	56
Interval_950	X	26399	26599	+	201	3	1	11	2	1	12
Interval_951	X	30765	31753	+	989	9	6	21	9	7	24
Interval_952	X	36176	37773	+	1598	13	9	87	13	11	90
Interval_953	X	59070	59270	+	201	4	2	5	4	2	6
Interval_954	X	60191	60767	+	577	12	4	28	13	5	29
Interval_955	X	68764	69204	+	441	20	4	21	23	5	26
Interval_956	X	73518	74038	+	521	17	5	17	18	6	19
Interval_957	X	74268	75887	+	1620	25	35	57	25	35	63
Interval_958	X	79439	79931	+	493	10	5	15	10	5	20
Interval_959	X	82391	83966	+	1576	23	15	33	24	15	34
Interval_960	X	89970	90716	+	747	35	25	58	39	25	63
Interval_961	X	101070	101375	+	306	3	1	8	3	2	8
Interval_962	X	104405	105106	+	702	9	1	15	11	2	15
Interval_963	X	106142	106438	+	297	6	5	13	7	5	14
Interval_964	X	111299	111883	+	585	3	2	21	3	3	24
Interval_965	X	115622	116585	+	964	31	17	40	35	19	46
Interval_966	X	119785	120374	+	590	19	23	30	20	26	35
Interval_967	X	122970	123622	+	653	15	18	49	15	19	56
Interval_968	X	135606	137307	+	1702	26	22	58	28	21	55
Interval_969	X	139626	140255	+	630	10	6	7	11	7	6
Interval_970	X	146141	147418	+	1278	9	6	36	9	7	35
Interval_971	X	149953	151481	+	1529	18	9	31	19	10	32
Interval_972	X	157317	158056	+	740	18	28	47	18	29	48
Interval_973	X	159636	160408	+	773	42	24	67	43	23	67
Interval_974	X	173155	173546	+	392	7	9	27	10	10	30
Interval_975	X	181346	181839	+	494	2	4	12	2	5	14
Interval_976	X	184152	184353	+	202	0	0	6	0	0	10
Interval_977	X	189471	189694	+	224	5	3	12	5	4	14
Interval_978	X	191504	192330	+	827	4	6	32	4	7	33
Interval_979	X	195300	196148	+	849	21	31	44	21	33	47
Interval_980	X	204723	205211	+	489	11	3	8	13	4	7
Interval_981	X	220221	220803	+	583	20	21	70	23	22	76
Interval_982	X	223866	224431	+	566	12	17	29	13	17	34
Interval_983	X	227814	228663	+	850	10	14	19	10	19	20
Interval_984	X	233842	234044	+	203	2	2	9	2	2	10
Interval_985	X	236261	237173	+	913	11	11	42	11	11	50
Interval_986	X	246251	246612	+	362	0	1	11	0	1	15
Interval_987	X	256870	257316	+	447	7	5	18	7	6	22
Interval_988	X	262678	262852	+	175	3	0	5	4	0	5
Interval_989	X	265223	265767	+	545	4	1	14	5	2	16
Interval_990	X	268437	268846	+	410	6	5	36	7	6	34
Interval_991	X	278258	278982	+	725	8	1	11	9	0	13
Interval_992	X	291130	291475	+	346	7	14	24	7	11	35
Interval_993	X	294274	295071	+	798	44	39	88	46	37	101
Interval_994	X	313839	314781	+	943	6	4	22	7	4	27
Interval_995	X	316145	316868	+	724	9	7	21	9	8	22
Interval_996	X	332899	333188	+	290	1	3	10	1	3	10
Interval_997	X	337271	338116	+	846	15	14	43	15	16	50
Interval_998	X	348741	349455	+	715	7	8	25	7	7	27
Interval_999	X	354143	354489	+	347	9	4	17	10	5	18
Interval_1000	X	355386	355919	+	534	8	6	28	12	9	33
Interval_1001	X	360511	361608	+	1098	19	12	65	19	13	74
Interval_1002	X	373994	374599	+	606	12	12	18	13	14	23
Interval_1003	X	378389	378809	+	421	10	8	19	12	8	21
Interval_1004	X	380582	381316	+	735	6	6	22	6	6	24
Interval_1005	X	383586	383786	+	201	4	1	8	4	2	12
Interval_1006	X	391023	392259	+	1237	35	38	98	42	41	104
Interval_1007	X	396697	397139	+	443	4	7	4	5	7	6
Interval_1008	X	398101	398511	+	411	1	1	6	0	1	9
Interval_1009	X	402526	402789	+	264	4	4	14	4	4	17
Interval_1010	X	404710	405292	+	583	7	2	31	9	2	35
Interval_1011	X	407188	407579	+	392	4	0	14	4	0	16
Interval_1012	X	413516	413716	+	201	4	6	8	5	6	9
Interval_1013	X	414841	415175	+	335	4	4	12	6	5	15
Interval_1014	X	415881	416114	+	234	7	5	7	8	7	8
Interval_1015	X	424176	425000	+	825	18	16	31	20	19	34
Interval_1016	X	432127	432513	+	387	3	3	12	3	4	15
Interval_1017	X	436016	436202	+	187	0	0	7	0	0	7
Interval_1018	X	438458	438966	+	509	5	1	14	6	2	18
Interval_1019	X	454792	456013	+	1222	32	33	56	38	32	58
Interval_1020	X	462157	462615	+	459	5	6	15	5	6	20
Interval_1021	X	465743	466798	+	1056	12	9	32	14	11	32
Interval_1022	X	468175	468590	+	416	4	3	19	3	3	23
Interval_1023	X	503616	503911	+	296	2	1	9	3	1	11
Interval_1024	X	517636	518048	+	413	8	7	16	10	7	20
Interval_1025	X	521693	522073	+	381	13	9	29	13	12	32
Interval_1026	X	524017	524661	+	645	13	4	7	15	4	8
Interval_1027	X	525732	526979	+	1248	16	17	34	12	16	37
Interval_1028	X	528497	529030	+	534	2	4	13	2	5	20
Interval_1029	X	531546	531820	+	275	4	5	4	4	6	7
Interval_1030	X	531944	532144	+	201	2	1	8	2	2	12
Interval_1031	X	535617	535834	+	218	0	1	7	0	1	9
Interval_1032	X	543967	544211	+	245	6	0	9	6	0	10
Interval_1033	X	545098	545753	+	656	18	10	42	22	12	44
Interval_1034	X	548338	548583	+	246	8	0	9	8	1	13
Interval_1035	X	555035	555817	+	783	9	5	14	8	5	14
Interval_1036	X	567338	567572	+	235	0	0	8	0	0	10
Interval_1037	X	570944	571153	+	210	5	0	3	4	1	6
Interval_1038	X	573079	573294	+	216	6	0	9	6	0	11
Interval_1039	X	578133	579181	+	1049	7	10	50	8	9	53
Interval_1040	X	585365	585893	+	529	9	4	17	9	5	17
Interval_1041	X	587433	587660	+	228	2	1	11	4	1	14
Interval_1042	X	594694	595153	+	460	1	3	9	1	3	11
Interval_1043	X	598062	598672	+	611	12	6	20	14	6	22
Interval_1044	X	603895	604383	+	489	1	5	14	1	5	16
Interval_1045	X	606451	606929	+	479	5	3	19	6	3	20
Interval_1046	X	607965	608318	+	354	7	10	14	10	10	15
Interval_1047	X	609000	609354	+	355	11	6	32	12	6	36
Interval_1048	X	615150	615737	+	588	11	5	10	14	5	14
Interval_1049	X	617758	618134	+	377	12	5	12	18	6	20
Interval_1050	X	622081	623715	+	1635	35	21	62	39	21	75
Interval_1051	X	628802	629064	+	263	5	1	8	6	1	11
Interval_1052	X	633155	633474	+	320	9	5	15	11	8	17
Interval_1053	X	638596	639965	+	1370	45	28	98	45	25	96
Interval_1054	X	640375	640652	+	278	13	3	7	14	2	7
Interval_1055	X	646525	647391	+	867	35	23	57	34	27	60
Interval_1056	X	651296	651809	+	514	22	15	40	25	17	46
Interval_1057	X	662831	663827	+	997	49	26	101	54	31	109
Interval_1058	X	672756	673362	+	607	4	1	12	5	2	14
Interval_1059	X	683474	684670	+	1197	21	6	24	20	7	26
Interval_1060	X	690655	690984	+	330	2	8	15	2	10	16
Interval_1061	X	703136	704077	+	942	65	62	83	69	68	95
Interval_1062	X	705214	705603	+	390	14	7	28	16	7	34
Interval_1063	X	715579	716238	+	660	9	7	26	10	8	28
Interval_1064	X	716948	718259	+	1312	12	4	27	12	4	28
Interval_1065	X	745026	745739	+	714	23	27	18	42	38	27
Interval_1066	XI	0	741	+	742	52	53	50	64	55	53
Interval_1067	XI	21441	21894	+	454	4	3	27	5	4	29
Interval_1068	XI	24554	25426	+	873	23	9	26	22	11	28
Interval_1069	XI	25848	26231	+	384	2	13	2	2	13	2
Interval_1070	XI	38115	39426	+	1312	19	14	48	20	14	51
Interval_1071	XI	46219	46909	+	691	8	5	15	9	5	18
Interval_1072	XI	47995	48388	+	394	7	1	12	10	2	16
Interval_1073	XI	55815	56015	+	201	1	1	7	2	1	9
Interval_1074	XI	67764	69771	+	2008	54	54	144	60	58	158
Interval_1075	XI	73934	74789	+	856	10	7	11	10	8	12
Interval_1076	XI	75579	75843	+	265	2	9	12	2	10	14
Interval_1077	XI	80451	80972	+	522	12	8	22	14	10	23
Interval_1078	XI	82664	82964	+	301	7	4	10	8	6	11
Interval_1079	XI	91203	92164	+	962	4	3	25	6	3	29
Interval_1080	XI	93430	93959	+	530	18	13	42	18	14	42
Interval_1081	XI	99304	100127	+	824	56	43	92	59	46	104
Interval_1082	XI	106647	106980	+	334	2	6	5	4	7	5
Interval_1083	XI	108793	109249	+	457	8	9	25	8	10	29
Interval_1084	XI	114996	115188	+	193	2	2	9	3	2	10
Interval_1085	XI	118407	118700	+	294	3	5	11	3	4	11
Interval_1086	XI	125387	125672	+	286	2	0	6	2	1	9
Interval_1087	XI	127047	127400	+	354	2	3	24	4	3	29
Interval_1088	XI	130327	130603	+	277	3	0	13	4	0	14
Interval_1089	XI	134126	134353	+	228	5	3	11	7	5	13
Interval_1090	XI	140865	142167	+	1303	8	16	29	9	16	33
Interval_1091	XI	142963	143597	+	635	8	8	34	9	9	36
Interval_1092	XI	146851	147330	+	480	10	8	25	9	11	27
Interval_1093	XI	150839	151058	+	220	2	2	5	3	2	5
Interval_1094	XI	154565	154815	+	251	3	3	9	3	2	11
Interval_1095	XI	158282	158552	+	271	11	5	11	13	4	13
Interval_1096	XI	163836	165165	+	1330	28	33	47	31	34	50
Interval_1097	XI	165917	166422	+	506	6	10	43	6	11	52
Interval_1098	XI	171379	172323	+	945	14	9	24	13	7	28
Interval_1099	XI	173615	174347	+	733	3	6	21	3	6	22
Interval_1100	XI	178137	178419	+	283	2	3	16	2	3	20
Interval_1101	XI	179317	179763	+	447	3	3	19	3	3	21
Interval_1102	XI	201841	202041	+	201	0	2	8	0	3	9
Interval_1103	XI	202979	203494	+	516	15	11	30	15	11	33
Interval_1104	XI	205331	205535	+	205	4	2	11	4	3	13
Interval_1105	XI	207730	207948	+	219	2	2	6	1	4	8
Interval_1106	XI	210221	210491	+	271	3	3	11	3	6	14
Interval_1107	XI	213082	213471	+	390	2	2	17	2	2	19
Interval_1108	XI	216683	217255	+	573	15	10	40	17	9	46
Interval_1109	XI	219691	220210	+	520	13	10	13	14	11	14
Interval_1110	XI	225979	226447	+	469	12	7	26	13	8	33
Interval_1111	XI	230102	231755	+	1654	47	41	106	48	44	110
Interval_1112	XI	247834	248552	+	719	10	11	42	10	11	41
Interval_1113	XI	258394	259009	+	616	34	31	76	40	30	81
Interval_1114	XI	260286	260945	+	660	21	17	71	23	17	79
Interval_1115	XI	277955	278964	+	1010	13	14	68	14	16	77
Interval_1116	XI	280263	280465	+	203	4	6	2	5	6	2
Interval_1117	XI	296161	296482	+	322	1	0	14	2	0	15
Interval_1118	XI	299113	299318	+	206	1	1	11	1	1	11
Interval_1119	XI	302770	303217	+	448	3	8	11	4	10	14
Interval_1120	XI	307120	307359	+	240	3	1	9	3	1	12
Interval_1121	XI	308055	309111	+	1057	29	22	49	33	25	55
Interval_1122	XI	317051	317472	+	422	6	7	25	8	8	28
Interval_1123	XI	321659	322854	+	1196	30	22	90	29	23	107
Interval_1124	XI	326996	328473	+	1478	34	39	64	35	38	69
Interval_1125	XI	338895	341098	+	2204	25	26	74	26	30	77
Interval_1126	XI	355212	356318	+	1107	44	42	74	46	40	79
Interval_1127	XI	361981	362524	+	544	8	4	28	8	4	31
Interval_1128	XI	368961	369722	+	762	8	3	77	7	3	83
Interval_1129	XI	379394	379810	+	417	12	4	22	18	3	22
Interval_1130	XI	381868	383548	+	1681	44	32	111	47	31	118
Interval_1131	XI	385074	385630	+	557	14	13	40	17	15	46
Interval_1132	XI	392007	392428	+	422	2	0	19	2	0	19
Interval_1133	XI	393442	393855	+	414	8	4	19	10	5	22
Interval_1134	XI	402190	402488	+	299	6	1	10	7	0	11
Interval_1135	XI	402500	402677	+	178	4	0	1	5	0	3
Interval_1136	XI	408146	408600	+	455	10	7	20	12	10	23
Interval_1137	XI	428922	429341	+	420	16	4	27	19	6	24
Interval_1138	XI	431284	431850	+	567	17	23	43	17	28	46
Interval_1139	XI	439366	440047	+	682	11	8	24	13	10	25
Interval_1140	XI	442699	443047	+	349	6	2	16	6	2	18
Interval_1141	XI	445152	445352	+	201	1	3	10	1	3	11
Interval_1142	XI	451226	452130	+	905	9	9	16	8	11	13
Interval_1143	XI	462757	463883	+	1127	20	17	48	21	20	50
Interval_1144	XI	466269	466493	+	225	0	4	13	1	5	13
Interval_1145	XI	476384	476568	+	185	1	0	5	0	0	6
Interval_1146	XI	477866	478581	+	716	1	2	17	1	2	21
Interval_1147	XI	487501	487988	+	488	2	0	15	3	0	16
Interval_1148	XI	493689	493889	+	201	2	4	11	2	4	11
Interval_1149	XI	506322	506743	+	422	5	5	12	5	6	15
Interval_1150	XI	513154	514676	+	1523	33	21	57	37	25	59
Interval_1151	XI	518199	519287	+	1089	57	56	72	65	61	77
Interval_1152	XI	526382	526588	+	207	3	1	2	3	2	2
Interval_1153	XI	533531	534657	+	1127	14	2	34	14	2	34
Interval_1154	XI	535176	535925	+	750	7	10	24	7	10	25
Interval_1155	XI	550971	551741	+	771	14	3	11	15	3	15
Interval_1156	XI	552477	552807	+	331	2	3	13	3	2	13
Interval_1157	XI	554715	554915	+	201	5	4	6	7	4	11
Interval_1158	XI	558363	559727	+	1365	9	7	23	8	10	27
Interval_1159	XI	567279	567750	+	472	9	3	17	11	5	18
Interval_1160	XI	571021	571421	+	401	8	7	14	8	7	14
Interval_1161	XI	578310	579345	+	1036	16	17	17	20	19	21
Interval_1162	XI	580941	582094	+	1154	32	13	40	33	13	36
Interval_1163	XI	589454	590303	+	850	23	7	38	25	8	45
Interval_1164	XI	608321	608759	+	439	11	1	15	11	1	15
Interval_1165	XI	614082	615532	+	1451	31	22	105	33	25	121
Interval_1166	XI	618800	619537	+	738	12	6	26	13	6	30
Interval_1167	XI	625609	626444	+	836	3	3	19	3	4	21
Interval_1168	XI	630331	630903	+	573	15	13	25	17	15	31
Interval_1169	XI	640206	640507	+	302	3	0	13	3	0	16
Interval_1170	XI	666037	666816	+	780	53	68	52	55	82	56
Interval_1171	XII	0	304	+	305	21	20	20	42	31	28
Interval_1172	XII	5528	5971	+	444	16	22	16	24	34	22
Interval_1173	XII	11057	11863	+	807	28	30	30	39	42	37
Interval_1174	XII	17937	18217	+	281	0	2	4	0	2	6
Interval_1175	XII	21975	23539	+	1565	8	17	27	9	17	32
Interval_1176	XII	29439	29906	+	468	7	4	15	7	4	16
Interval_1177	XII	36707	37117	+	411	9	8	13	11	7	13
Interval_1178	XII	40392	40782	+	391	9	3	10	10	3	12
Interval_1179	XII	48732	49858	+	1127	9	16	30	9	13	30
Interval_1180	XII	53866	54954	+	1089	5	7	35	6	8	38
Interval_1181	XII	63709	63951	+	243	2	0	10	3	2	13
Interval_1182	XII	65298	65907	+	610	13	4	34	13	5	35
Interval_1183	XII	73224	73424	+	201	0	3	9	0	4	11
Interval_1184	XII	81130	81366	+	237	12	2	4	14	2	4
Interval_1185	XII	83463	84623	+	1161	34	16	65	38	18	71
Interval_1186	XII	88412	88612	+	201	2	2	12	2	2	13
Interval_1187	XII	92541	92921	+	381	6	9	10	9	10	17
Interval_1188	XII	97106	97796	+	691	10	3	20	10	3	20
Interval_1189	XII	98861	99271	+	411	3	0	20	5	0	29
Interval_1190	XII	100224	100642	+	419	6	1	5	7	1	7
Interval_1191	XII	108071	109570	+	1500	13	14	57	13	15	61
Interval_1192	XII	124941	125378	+	438	16	3	21	18	4	22
Interval_1193	XII	130809	131569	+	761	11	10	24	12	10	20
Interval_1194	XII	147698	147898	+	201	4	1	11	2	2	12
Interval_1195	XII	167713	168850	+	1138	12	5	13	14	5	13
Interval_1196	XII	170066	170277	+	212	0	0	6	0	0	6
Interval_1197	XII	187250	187958	+	709	12	20	47	13	21	51
Interval_1198	XII	193930	194251	+	322	2	0	6	2	0	7
Interval_1199	XII	198072	199623	+	1552	26	11	42	29	13	47
Interval_1200	XII	199766	200300	+	535	1	8	5	1	10	7
Interval_1201	XII	202678	203050	+	373	3	4	16	4	4	18
Interval_1202	XII	212176	212451	+	276	4	5	15	2	6	16
Interval_1203	XII	214570	215035	+	466	3	2	14	3	2	17
Interval_1204	XII	232243	235195	+	2953	55	70	71	55	72	76
Interval_1205	XII	239109	239428	+	320	4	2	12	4	2	17
Interval_1206	XII	241725	242182	+	458	13	8	24	15	7	28
Interval_1207	XII	252993	253808	+	816	30	12	70	32	14	71
Interval_1208	XII	259588	260427	+	840	17	10	22	20	11	22
Interval_1209	XII	281676	281902	+	227	1	5	1	1	5	1
Interval_1210	XII	282569	282980	+	412	6	5	16	5	6	17
Interval_1211	XII	289477	290030	+	554	9	7	31	10	8	33
Interval_1212	XII	320013	320733	+	721	2	4	38	1	3	42
Interval_1213	XII	323070	323452	+	383	5	5	16	5	7	17
Interval_1214	XII	328759	329696	+	938	14	6	46	15	6	48
Interval_1215	XII	332266	332466	+	201	4	0	8	5	0	9
Interval_1216	XII	341108	341722	+	615	14	6	18	15	7	21
Interval_1217	XII	366244	366444	+	201	3	5	16	3	5	20
Interval_1218	XII	368310	368681	+	372	10	12	35	11	11	40
Interval_1219	XII	369725	371357	+	1633	95	109	132	104	118	138
Interval_1220	XII	377223	377585	+	363	4	4	15	5	6	14
Interval_1221	XII	388424	389213	+	790	13	8	47	14	7	51
Interval_1222	XII	390468	391053	+	586	10	7	27	12	9	30
Interval_1223	XII	399286	399765	+	480	3	3	16	3	3	21
Interval_1224	XII	404231	404431	+	201	2	2	9	4	3	11
Interval_1225	XII	406753	407217	+	465	6	1	18	6	1	20
Interval_1226	XII	410134	410514	+	381	3	10	13	4	9	15
Interval_1227	XII	416764	417419	+	656	16	11	21	18	11	22
Interval_1228	XII	423839	424849	+	1011	66	53	100	73	55	107
Interval_1229	XII	439764	441209	+	1446	15	12	29	17	13	30
Interval_1230	XII	444839	445199	+	361	9	6	19	9	6	21
Interval_1231	XII	448481	448907	+	427	8	13	10	7	15	9
Interval_1232	XII	449338	450937	+	1600	18	32	54	19	32	55
Interval_1233	XII	459618	460869	+	1252	487	573	910	1422	2390	2956
Interval_1234	XII	468751	468977	+	227	0	0	0	1	2	7
Interval_1235	XII	489397	491082	+	1686	66	47	86	80	56	110
Interval_1236	XII	493153	493557	+	405	5	4	17	6	4	19
Interval_1237	XII	498354	498848	+	495	9	7	16	9	8	19
Interval_1238	XII	500499	500721	+	223	6	1	12	6	1	14
Interval_1239	XII	504026	504806	+	781	9	10	29	10	9	32
Interval_1240	XII	510341	511051	+	711	9	6	31	9	6	38
Interval_1241	XII	513876	515127	+	1252	16	10	36	16	9	39
Interval_1242	XII	521965	522677	+	713	18	21	49	19	23	53
Interval_1243	XII	523524	523763	+	240	4	1	4	6	1	6
Interval_1244	XII	534393	534775	+	383	4	2	18	5	3	24
Interval_1245	XII	540720	542094	+	1375	13	10	27	13	11	27
Interval_1246	XII	543379	543764	+	386	4	4	8	4	5	11
Interval_1247	XII	551883	552276	+	394	11	4	12	13	6	14
Interval_1248	XII	553345	554477	+	1133	16	10	44	16	10	51
Interval_1249	XII	559200	559416	+	217	3	2	8	3	3	10
Interval_1250	XII	566379	566780	+	402	7	7	11	7	8	13
Interval_1251	XII	576390	576691	+	302	2	3	12	2	4	17
Interval_1252	XII	585957	586330	+	374	8	2	14	8	2	22
Interval_1253	XII	589002	589297	+	296	4	4	16	4	4	19
Interval_1254	XII	592386	592665	+	280	5	3	8	6	3	9
Interval_1255	XII	602519	604017	+	1499	17	11	49	18	10	50
Interval_1256	XII	605036	605618	+	583	16	7	22	19	10	30
Interval_1257	XII	611516	612130	+	615	14	8	21	14	8	26
Interval_1258	XII	628266	628599	+	334	7	7	15	10	7	20
Interval_1259	XII	633367	633718	+	352	5	2	17	6	4	23
Interval_1260	XII	636197	636510	+	314	5	6	17	4	6	18
Interval_1261	XII	637748	639542	+	1795	22	25	27	21	31	29
Interval_1262	XII	645311	646169	+	859	25	17	75	26	17	83
Interval_1263	XII	650880	651276	+	397	4	2	8	7	8	21
Interval_1264	XII	658048	658666	+	619	23	21	60	23	27	66
Interval_1265	XII	660112	660555	+	444	6	5	42	7	6	47
Interval_1266	XII	664938	665642	+	705	18	8	26	20	8	29
